Id,Area,Type,Bedrooms,Floors,Parking,YearBuilt,Range,Location,Condition,Garage, Price 
I1912,1108,2 BHK,2,1,No,1902,1900-1920,Downtown,Poor,No," $6,58,725.00 "
I1913,2138,3 BHK,3,3,Yes,2015,2001-2020,Urban,Excellent,Yes," $4,05,113.00 "
I1914,2648,4 BHK,4,1,No,1909,1900-1920,Urban,Poor,Yes," $1,57,001.00 "
I1915,1882,3 BHK,3,3,Yes,1958,1941-1960,Urban,Good,Yes," $1,37,725.00 "
I1916,1903,3 BHK,3,3,Yes,2005,2001-2020,Rural,Fair,No," $4,27,928.00 "
I1917,1319,2 BHK,2,1,No,1913,1900-1920,Urban,Poor,No," $1,60,675.00 "
I1918,3792,4 BHK,4,1,No,1975,1961-1980,Urban,Good,Yes," $1,44,266.00 "
I1919,1319,2 BHK,2,2,No,1946,1941-1960,Downtown,Good,No," $3,21,380.00 "
I1920,919,2 BHK,2,3,Yes,1941,1941-1960,Downtown,Excellent,Yes," $9,09,029.00 "
I1921,4719,4 BHK,4,2,No,1993,1981-2000,Urban,Good,Yes," $2,65,196.00 "
I1922,3802,4 BHK,4,1,No,1931,1921-1940,Urban,Fair,No," $1,84,974.00 "
I1923,2008,3 BHK,3,3,Yes,1931,1921-1940,Downtown,Fair,No," $6,73,944.00 "
I1924,1267,2 BHK,2,2,No,1941,1941-1960,Suburban,Poor,No," $3,46,508.00 "
I1925,2544,4 BHK,4,2,No,1931,1921-1940,Rural,Poor,Yes," $6,81,359.00 "
I1926,2639,4 BHK,4,2,No,1925,1921-1940,Rural,Poor,Yes," $4,06,554.00 "
I1927,3529,4 BHK,4,1,No,2014,2001-2020,Downtown,Poor,Yes," $2,01,168.00 "
I1928,2049,3 BHK,3,1,No,1900,1900-1920,Rural,Fair,No," $1,93,092.00 "
I1929,2264,3 BHK,3,1,No,1955,1941-1960,Downtown,Excellent,Yes," $6,32,761.00 "
I1930,3145,4 BHK,4,3,Yes,2021,2021-2040,Downtown,Poor,Yes," $2,91,472.00 "
I1931,4216,4 BHK,4,1,No,2005,2001-2020,Downtown,Excellent,Yes," $3,56,297.00 "
I1932,4981,4 BHK,4,3,Yes,1901,1900-1920,Downtown,Good,Yes," $2,22,349.00 "
I1933,2793,4 BHK,4,2,No,1980,1961-1980,Suburban,Good,No," $3,50,646.00 "
I1934,3208,4 BHK,4,2,No,1929,1921-1940,Urban,Poor,No," $65,675.00 "
I1935,1400,2 BHK,2,1,No,2019,2001-2020,Urban,Good,No," $9,91,869.00 "
I1936,3584,4 BHK,4,2,No,2002,2001-2020,Suburban,Excellent,Yes," $1,68,384.00 "
I1937,2509,4 BHK,4,1,No,1970,1961-1980,Rural,Excellent,Yes," $1,28,229.00 "
I1938,741,1 BHK,1,3,Yes,1951,1941-1960,Rural,Good,Yes," $6,63,337.00 "
I1939,2885,4 BHK,4,2,No,1990,1981-2000,Urban,Poor,No," $7,57,508.00 "
I1940,4768,4 BHK,4,1,No,1908,1900-1920,Rural,Excellent,No," $4,01,301.00 "
I1941,1171,2 BHK,2,2,No,1921,1921-1940,Urban,Excellent,No," $2,70,319.00 "
I1942,663,1 BHK,1,2,No,1933,1921-1940,Urban,Fair,No," $6,79,999.00 "
I1943,964,2 BHK,2,1,No,2009,2001-2020,Suburban,Poor,No," $6,84,378.00 "
I1944,3542,4 BHK,4,2,No,1948,1941-1960,Rural,Fair,Yes," $9,29,753.00 "
I1945,2942,4 BHK,4,2,No,1900,1900-1920,Suburban,Good,No," $7,76,262.00 "
I1946,2855,4 BHK,4,2,No,1972,1961-1980,Urban,Good,No," $8,62,897.00 "
I1947,4778,4 BHK,4,2,No,1983,1981-2000,Urban,Fair,No," $8,68,718.00 "
I1948,3057,4 BHK,4,3,Yes,1952,1941-1960,Urban,Poor,Yes," $1,04,795.00 "
I1949,1045,2 BHK,2,2,No,1982,1981-2000,Downtown,Excellent,No," $4,20,283.00 "
I1950,4335,4 BHK,4,2,No,1999,1981-2000,Downtown,Good,No," $7,84,543.00 "
I1951,1093,2 BHK,2,1,No,2023,2021-2040,Downtown,Poor,No," $1,53,845.00 "
I1952,4304,4 BHK,4,3,Yes,1939,1921-1940,Suburban,Poor,Yes," $3,62,130.00 "
I1953,1959,3 BHK,3,1,No,1944,1941-1960,Urban,Good,Yes," $3,87,540.00 "
I1954,3993,4 BHK,4,1,No,1967,1961-1980,Rural,Good,No," $8,91,610.00 "
I1955,3101,4 BHK,4,1,No,1908,1900-1920,Suburban,Poor,No," $8,47,177.00 "
I1956,2944,4 BHK,4,3,Yes,2004,2001-2020,Suburban,Excellent,No," $8,28,520.00 "
I1957,3172,4 BHK,4,1,No,1921,1921-1940,Suburban,Fair,No," $3,03,730.00 "
I1958,4700,4 BHK,4,1,No,1917,1900-1920,Rural,Good,Yes," $2,53,426.00 "
I1959,516,1 BHK,1,1,No,1975,1961-1980,Urban,Fair,No," $9,16,069.00 "
I1960,3691,4 BHK,4,2,No,2005,2001-2020,Downtown,Poor,Yes," $9,72,532.00 "
I1961,892,2 BHK,2,1,No,1942,1941-1960,Urban,Fair,No," $2,79,333.00 "
I1962,924,2 BHK,2,3,Yes,1938,1921-1940,Urban,Excellent,Yes," $6,22,854.00 "
I1963,1071,2 BHK,2,3,Yes,1972,1961-1980,Suburban,Poor,Yes," $8,80,154.00 "
I1964,4131,4 BHK,4,2,No,1905,1900-1920,Suburban,Excellent,No," $9,23,055.00 "
I1965,1620,3 BHK,3,3,Yes,1982,1981-2000,Suburban,Poor,Yes," $4,23,218.00 "
I1966,741,1 BHK,1,3,Yes,1947,1941-1960,Downtown,Excellent,No," $6,49,262.00 "
I1967,4397,4 BHK,4,2,No,2010,2001-2020,Downtown,Poor,Yes," $5,26,908.00 "
I1968,4595,4 BHK,4,1,No,1906,1900-1920,Downtown,Excellent,Yes," $3,96,228.00 "
I1969,2779,4 BHK,4,2,No,1979,1961-1980,Urban,Poor,No," $2,20,951.00 "
I1970,1288,2 BHK,2,1,No,1968,1961-1980,Suburban,Excellent,No," $4,67,983.00 "
I1971,1214,2 BHK,2,1,No,1915,1900-1920,Rural,Poor,Yes," $2,98,595.00 "
I1972,3349,4 BHK,4,3,Yes,1900,1900-1920,Urban,Excellent,Yes," $9,53,785.00 "
I1973,1275,2 BHK,2,2,No,2014,2001-2020,Downtown,Good,No," $6,78,705.00 "
I1974,4526,4 BHK,4,3,Yes,1936,1921-1940,Rural,Fair,No," $9,04,531.00 "
I1975,2747,4 BHK,4,3,Yes,2002,2001-2020,Rural,Poor,No," $2,29,729.00 "
I1976,578,1 BHK,1,1,No,1982,1981-2000,Suburban,Excellent,Yes," $1,89,570.00 "
I1977,4426,4 BHK,4,3,Yes,2017,2001-2020,Rural,Good,No," $2,54,739.00 "
I1978,1355,2 BHK,2,2,No,1936,1921-1940,Downtown,Poor,No," $3,37,251.00 "
I1979,2648,4 BHK,4,3,Yes,1980,1961-1980,Suburban,Poor,Yes," $7,34,153.00 "
I1980,1531,2 BHK,2,3,Yes,1963,1961-1980,Rural,Poor,No," $9,70,200.00 "
I1981,3771,4 BHK,4,1,No,1989,1981-2000,Suburban,Fair,No," $8,90,271.00 "
I1982,4076,4 BHK,4,2,No,1985,1981-2000,Rural,Excellent,No," $6,63,529.00 "
I1983,4682,4 BHK,4,3,Yes,1961,1961-1980,Urban,Excellent,No," $5,97,685.00 "
I1984,3956,4 BHK,4,1,No,1971,1961-1980,Urban,Poor,Yes," $5,81,992.00 "
I1985,4006,4 BHK,4,3,Yes,1960,1941-1960,Downtown,Poor,No," $8,52,874.00 "
I1986,907,2 BHK,2,2,No,1932,1921-1940,Urban,Poor,No," $7,69,148.00 "
I1987,3211,4 BHK,4,3,Yes,1965,1961-1980,Urban,Good,No," $1,79,576.00 "
I1988,3588,4 BHK,4,3,Yes,1929,1921-1940,Urban,Poor,No," $59,765.00 "
I1989,2168,3 BHK,3,1,No,2010,2001-2020,Rural,Fair,No," $4,27,972.00 "
I1990,647,1 BHK,1,3,Yes,1919,1900-1920,Rural,Excellent,No," $60,002.00 "
I1991,4827,4 BHK,4,1,No,1959,1941-1960,Suburban,Fair,Yes," $8,34,141.00 "
I1992,4397,4 BHK,4,2,No,1981,1981-2000,Rural,Poor,Yes," $8,47,822.00 "
I1993,2450,3 BHK,3,3,Yes,2006,2001-2020,Urban,Good,Yes," $2,25,508.00 "
I1994,865,2 BHK,2,2,No,2020,2001-2020,Rural,Poor,No," $3,08,446.00 "
I1995,2174,3 BHK,3,2,No,1973,1961-1980,Downtown,Poor,No," $5,27,698.00 "
I1996,4994,4 BHK,4,3,Yes,1923,1921-1940,Suburban,Poor,No," $2,95,620.00 "
I1997,3046,4 BHK,4,1,No,2019,2001-2020,Suburban,Poor,Yes," $5,80,929.00 "
I1998,1062,2 BHK,2,2,No,1903,1900-1920,Rural,Poor,No," $4,76,925.00 "
I1999,4062,4 BHK,4,2,No,1936,1921-1940,Urban,Excellent,Yes," $1,61,119.00 "
I2000,2989,4 BHK,4,3,Yes,1903,1900-1920,Suburban,Fair,No," $4,82,525.00 "
